注文ID,注文日,顧客ID,商品ID,商品名,カテゴリ,単価,数量,小計,割引率,割引額,売上金額,地域,支払方法
ORD01026,2024-03-19,C0027,P006,外付けHDD,記憶媒体,10000,2,20000,5,1000,19000,福岡,クレジットカード
ORD01027,2024-05-18,C0701,P002,モニター,電子機器,35000,3,105000,0,0,105000,広島,クレジットカード
ORD01028,2024-06-17,C0797,P002,モニター,電子機器,35000,2,70000,0,0,70000,札幌,銀行振込
ORD01029,2024-04-25,C0387,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,福岡,コンビニ払い
ORD01030,2024-02-23,C0746,P002,モニター,電子機器,35000,1,35000,10,3500,31500,札幌,コンビニ払い
ORD01031,2024-02-18,C0887,P009,タブレット,電子機器,50000,2,100000,10,10000,90000,札幌,代引き
ORD01032,2024-11-07,C0326,P002,モニター,電子機器,35000,1,35000,0,0,35000,広島,銀行振込
ORD01033,2024-06-25,C0904,P009,タブレット,電子機器,50000,3,150000,10,15000,135000,広島,コンビニ払い
ORD01034,2024-10-30,C0704,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,名古屋,銀行振込
ORD01035,2024-03-14,C0055,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,仙台,銀行振込
ORD01036,2024-12-13,C0188,P010,スマートフォン,電子機器,80000,2,160000,15,24000,136000,京都,代引き
ORD01037,2024-08-27,C0976,P009,タブレット,電子機器,50000,2,100000,0,0,100000,広島,銀行振込
ORD01038,2024-06-05,C0790,P002,モニター,電子機器,35000,2,70000,5,3500,66500,仙台,クレジットカード
ORD01039,2024-11-20,C0968,P002,モニター,電子機器,35000,1,35000,0,0,35000,大阪,銀行振込
ORD01040,2024-10-21,C0568,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,京都,クレジットカード
ORD01041,2024-08-05,C0492,P009,タブレット,電子機器,50000,3,150000,0,0,150000,京都,クレジットカード
ORD01042,2024-07-26,C0933,P001,ノートPC,電子機器,120000,3,360000,5,18000,342000,東京,コンビニ払い
ORD01043,2024-12-25,C0251,P009,タブレット,電子機器,50000,3,150000,10,15000,135000,東京,コンビニ払い
ORD01044,2024-03-27,C0077,P009,タブレット,電子機器,50000,2,100000,0,0,100000,仙台,銀行振込
ORD01045,2024-09-20,C0508,P006,外付けHDD,記憶媒体,10000,1,10000,5,500,9500,広島,銀行振込
ORD01046,2024-07-10,C0852,P002,モニター,電子機器,35000,2,70000,5,3500,66500,大阪,代引き
ORD01047,2024-06-02,C0219,P008,スキャナー,周辺機器,20000,2,40000,0,0,40000,東京,コンビニ払い
ORD01048,2024-04-21,C0846,P005,USBメモリ,記憶媒体,2000,3,6000,10,600,5400,東京,コンビニ払い
ORD01049,2024-11-12,C0007,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,京都,代引き
ORD01050,2024-06-01,C0359,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,名古屋,コンビニ払い
ORD01051,2024-06-30,C0504,P001,ノートPC,電子機器,120000,1,120000,5,6000,114000,福岡,クレジットカード
ORD01052,2024-09-27,C0127,P009,タブレット,電子機器,50000,2,100000,5,5000,95000,京都,クレジットカード
ORD01053,2024-03-20,C0405,P005,USBメモリ,記憶媒体,2000,1,2000,5,100,1900,仙台,代引き
ORD01054,2024-07-05,C0832,P007,プリンター,周辺機器,25000,1,25000,20,5000,20000,札幌,クレジットカード
ORD01055,2024-08-12,C0363,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,広島,クレジットカード
ORD01056,2024-07-02,C0292,P004,マウス,周辺機器,3000,1,3000,5,150,2850,東京,銀行振込
ORD01057,2024-07-21,C0923,P007,プリンター,周辺機器,25000,3,75000,10,7500,67500,東京,銀行振込
ORD01058,2024-12-07,C0122,P004,マウス,周辺機器,3000,2,6000,10,600,5400,広島,コンビニ払い
ORD01059,2024-10-08,C0333,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,広島,コンビニ払い
ORD01060,2024-03-08,C0130,P002,モニター,電子機器,35000,1,35000,0,0,35000,名古屋,代引き
ORD01061,2024-09-13,C0695,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,仙台,コンビニ払い
ORD01062,2024-11-01,C0297,P001,ノートPC,電子機器,120000,2,240000,5,12000,228000,札幌,コンビニ払い
ORD01063,2024-02-12,C0157,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,名古屋,銀行振込
ORD01064,2024-05-23,C0683,P002,モニター,電子機器,35000,2,70000,0,0,70000,広島,銀行振込
ORD01065,2024-08-30,C0626,P002,モニター,電子機器,35000,3,105000,10,10500,94500,名古屋,銀行振込
ORD01066,2024-10-29,C0136,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,広島,クレジットカード
ORD01067,2024-05-20,C0019,P004,マウス,周辺機器,3000,1,3000,5,150,2850,福岡,クレジットカード
ORD01068,2024-01-27,C0314,P007,プリンター,周辺機器,25000,2,50000,10,5000,45000,福岡,銀行振込
ORD01069,2024-06-21,C0523,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,広島,クレジットカード
ORD01070,2024-06-04,C0288,P002,モニター,電子機器,35000,2,70000,0,0,70000,仙台,コンビニ払い
ORD01071,2024-05-06,C0042,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,東京,クレジットカード
ORD01072,2024-12-04,C0484,P006,外付けHDD,記憶媒体,10000,1,10000,10,1000,9000,札幌,クレジットカード
ORD01073,2024-08-08,C0373,P003,キーボード,周辺機器,8000,2,16000,5,800,15200,仙台,代引き
ORD01074,2024-02-27,C0700,P002,モニター,電子機器,35000,3,105000,0,0,105000,名古屋,代引き
ORD01075,2024-07-03,C0542,P006,外付けHDD,記憶媒体,10000,3,30000,20,6000,24000,仙台,銀行振込
ORD01076,2024-11-28,C0394,P005,USBメモリ,記憶媒体,2000,1,2000,10,200,1800,大阪,クレジットカード
ORD01077,2024-03-07,C0601,P010,スマートフォン,電子機器,80000,1,80000,0,0,80000,福岡,銀行振込
ORD01078,2024-12-26,C0965,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,仙台,代引き
ORD01079,2024-08-30,C0045,P004,マウス,周辺機器,3000,3,9000,0,0,9000,名古屋,銀行振込
ORD01080,2024-08-02,C0913,P009,タブレット,電子機器,50000,3,150000,0,0,150000,仙台,代引き
ORD01081,2024-08-17,C0495,P002,モニター,電子機器,35000,2,70000,0,0,70000,広島,クレジットカード
ORD01082,2024-03-26,C0297,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,東京,クレジットカード
ORD01083,2024-12-21,C0507,P004,マウス,周辺機器,3000,3,9000,15,1350,7650,大阪,銀行振込
ORD01084,2024-08-12,C0799,P009,タブレット,電子機器,50000,2,100000,10,10000,90000,広島,コンビニ払い
ORD01085,2024-11-06,C0004,P005,USBメモリ,記憶媒体,2000,1,2000,0,0,2000,名古屋,銀行振込
ORD01086,2024-10-30,C0516,P001,ノートPC,電子機器,120000,5,600000,5,30000,570000,札幌,代引き
ORD01087,2024-04-22,C0566,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,大阪,銀行振込
ORD01088,2024-04-24,C0299,P001,ノートPC,電子機器,120000,5,600000,0,0,600000,東京,銀行振込
ORD01089,2024-05-22,C0658,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,福岡,銀行振込
ORD01090,2024-09-30,C0648,P002,モニター,電子機器,35000,1,35000,0,0,35000,仙台,代引き
ORD01091,2024-02-12,C0419,P009,タブレット,電子機器,50000,2,100000,0,0,100000,札幌,代引き
ORD01092,2024-01-30,C0749,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,札幌,銀行振込
ORD01093,2024-05-11,C0109,P001,ノートPC,電子機器,120000,3,360000,10,36000,324000,広島,代引き
ORD01094,2024-11-16,C0837,P010,スマートフォン,電子機器,80000,3,240000,0,0,240000,京都,銀行振込
ORD01095,2024-06-15,C0645,P005,USBメモリ,記憶媒体,2000,1,2000,10,200,1800,広島,銀行振込
ORD01096,2024-08-16,C0378,P004,マウス,周辺機器,3000,3,9000,5,450,8550,名古屋,コンビニ払い
ORD01097,2024-02-17,C0190,P008,スキャナー,周辺機器,20000,1,20000,5,1000,19000,名古屋,銀行振込
ORD01098,2024-10-18,C0664,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,札幌,クレジットカード
ORD01099,2024-06-07,C0704,P003,キーボード,周辺機器,8000,1,8000,5,400,7600,福岡,クレジットカード
ORD01100,2024-03-14,C0466,P002,モニター,電子機器,35000,4,140000,0,0,140000,広島,クレジットカード
ORD01101,2024-09-26,C0618,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,大阪,コンビニ払い
ORD01102,2024-07-15,C0782,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,東京,銀行振込
ORD01103,2024-05-07,C0962,P002,モニター,電子機器,35000,2,70000,0,0,70000,東京,クレジットカード
ORD01104,2024-02-24,C0874,P009,タブレット,電子機器,50000,3,150000,0,0,150000,大阪,銀行振込
ORD01105,2024-03-12,C0836,P008,スキャナー,周辺機器,20000,3,60000,5,3000,57000,名古屋,代引き
ORD01106,2024-06-18,C0058,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,札幌,クレジットカード
ORD01107,2024-01-11,C0304,P001,ノートPC,電子機器,120000,1,120000,10,12000,108000,大阪,コンビニ払い
ORD01108,2024-03-13,C0233,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,広島,コンビニ払い
ORD01109,2024-03-16,C0232,P006,外付けHDD,記憶媒体,10000,3,30000,0,0,30000,広島,クレジットカード
ORD01110,2024-09-08,C0105,P003,キーボード,周辺機器,8000,1,8000,0,0,8000,札幌,代引き
ORD01111,2024-02-09,C0370,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,大阪,クレジットカード
ORD01112,2024-11-05,C0544,P003,キーボード,周辺機器,8000,1,8000,5,400,7600,仙台,銀行振込
ORD01113,2024-12-13,C0640,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,札幌,代引き
ORD01114,2024-02-23,C0956,P005,USBメモリ,記憶媒体,2000,2,4000,0,0,4000,札幌,クレジットカード
ORD01115,2024-01-02,C0328,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,名古屋,コンビニ払い
ORD01116,2024-08-16,C0592,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,広島,代引き
ORD01117,2024-03-15,C0187,P002,モニター,電子機器,35000,3,105000,0,0,105000,広島,代引き
ORD01118,2024-06-12,C0711,P008,スキャナー,周辺機器,20000,2,40000,5,2000,38000,広島,代引き
ORD01119,2024-03-11,C0563,P004,マウス,周辺機器,3000,2,6000,5,300,5700,京都,コンビニ払い
ORD01120,2024-09-29,C0086,P009,タブレット,電子機器,50000,2,100000,5,5000,95000,広島,銀行振込
ORD01121,2024-12-25,C0003,P002,モニター,電子機器,35000,1,35000,10,3500,31500,福岡,クレジットカード
ORD01122,2024-07-04,C0944,P009,タブレット,電子機器,50000,2,100000,5,5000,95000,大阪,クレジットカード
ORD01123,2024-06-27,C0472,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,名古屋,コンビニ払い
ORD01124,2024-05-04,C0765,P004,マウス,周辺機器,3000,1,3000,0,0,3000,名古屋,クレジットカード
ORD01125,2024-12-22,C0713,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,広島,代引き
ORD01126,2024-01-28,C0076,P002,モニター,電子機器,35000,3,105000,10,10500,94500,京都,銀行振込
ORD01127,2024-01-16,C0081,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,福岡,クレジットカード
ORD01128,2024-01-07,C0784,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,名古屋,コンビニ払い
ORD01129,2024-03-12,C0422,P009,タブレット,電子機器,50000,3,150000,5,7500,142500,仙台,コンビニ払い
ORD01130,2024-11-26,C0160,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,東京,クレジットカード
ORD01131,2024-11-05,C0012,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,広島,コンビニ払い
ORD01132,2024-12-14,C0942,P008,スキャナー,周辺機器,20000,3,60000,10,6000,54000,札幌,銀行振込
ORD01133,2024-08-04,C0535,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,広島,銀行振込
ORD01134,2024-04-18,C0225,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,広島,銀行振込
ORD01135,2024-10-13,C0489,P010,スマートフォン,電子機器,80000,1,80000,5,4000,76000,仙台,コンビニ払い
ORD01136,2024-07-13,C0663,P003,キーボード,周辺機器,8000,1,8000,10,800,7200,広島,銀行振込
ORD01137,2024-05-18,C0372,P002,モニター,電子機器,35000,1,35000,0,0,35000,仙台,クレジットカード
ORD01138,2024-05-02,C0110,P005,USBメモリ,記憶媒体,2000,1,2000,10,200,1800,大阪,銀行振込
ORD01139,2024-11-01,C0565,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,福岡,クレジットカード
ORD01140,2024-05-03,C0579,P005,USBメモリ,記憶媒体,2000,1,2000,10,200,1800,東京,コンビニ払い
ORD01141,2024-01-24,C0967,P001,ノートPC,電子機器,120000,2,240000,0,0,240000,札幌,クレジットカード
ORD01142,2024-07-01,C0200,P005,USBメモリ,記憶媒体,2000,2,4000,20,800,3200,仙台,コンビニ払い
ORD01143,2024-07-01,C0340,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,広島,クレジットカード
ORD01144,2024-09-14,C0816,P003,キーボード,周辺機器,8000,1,8000,10,800,7200,広島,コンビニ払い
ORD01145,2024-10-27,C0156,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,京都,クレジットカード
ORD01146,2024-11-16,C0906,P002,モニター,電子機器,35000,3,105000,0,0,105000,福岡,銀行振込
ORD01147,2024-03-23,C0668,P009,タブレット,電子機器,50000,5,250000,10,25000,225000,仙台,コンビニ払い
ORD01148,2024-03-08,C0639,P006,外付けHDD,記憶媒体,10000,2,20000,0,0,20000,広島,クレジットカード
ORD01149,2024-12-30,C0626,P007,プリンター,周辺機器,25000,1,25000,5,1250,23750,大阪,銀行振込
ORD01150,2024-10-17,C0147,P008,スキャナー,周辺機器,20000,1,20000,0,0,20000,札幌,クレジットカード
ORD01151,2024-09-12,C0174,P002,モニター,電子機器,35000,4,140000,0,0,140000,札幌,銀行振込
ORD01152,2024-02-04,C0362,P005,USBメモリ,記憶媒体,2000,3,6000,0,0,6000,大阪,クレジットカード
ORD01153,2024-04-01,C0263,P008,スキャナー,周辺機器,20000,2,40000,5,2000,38000,京都,銀行振込
ORD01154,2024-03-04,C0373,P010,スマートフォン,電子機器,80000,4,320000,0,0,320000,札幌,コンビニ払い
ORD01155,2024-07-28,C0452,P010,スマートフォン,電子機器,80000,3,240000,5,12000,228000,仙台,代引き
ORD01156,2024-07-10,C0519,P002,モニター,電子機器,35000,3,105000,15,15750,89250,京都,代引き
ORD01157,2024-12-15,C0759,P001,ノートPC,電子機器,120000,3,360000,0,0,360000,福岡,クレジットカード
ORD01158,2024-03-20,C0163,P002,モニター,電子機器,35000,3,105000,5,5250,99750,広島,クレジットカード
ORD01159,2024-04-24,C0358,P007,プリンター,周辺機器,25000,2,50000,0,0,50000,京都,コンビニ払い
ORD01160,2024-11-24,C0088,P009,タブレット,電子機器,50000,2,100000,0,0,100000,名古屋,クレジットカード
ORD01161,2024-07-22,C0337,P007,プリンター,周辺機器,25000,1,25000,15,3750,21250,大阪,代引き
ORD01162,2024-06-24,C0720,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,京都,クレジットカード
ORD01163,2024-05-22,C0160,P008,スキャナー,周辺機器,20000,1,20000,10,2000,18000,京都,銀行振込
ORD01164,2024-11-23,C0033,P004,マウス,周辺機器,3000,2,6000,10,600,5400,広島,クレジットカード
ORD01165,2024-07-04,C0056,P007,プリンター,周辺機器,25000,2,50000,5,2500,47500,福岡,クレジットカード
ORD01166,2024-12-16,C0651,P007,プリンター,周辺機器,25000,2,50000,10,5000,45000,名古屋,クレジットカード
ORD01167,2024-03-13,C0084,P002,モニター,電子機器,35000,3,105000,5,5250,99750,札幌,コンビニ払い
ORD01168,2024-08-02,C0189,P009,タブレット,電子機器,50000,1,50000,0,0,50000,東京,クレジットカード
ORD01169,2024-08-07,C0204,P006,外付けHDD,記憶媒体,10000,2,20000,0,0,20000,仙台,コンビニ払い
ORD01170,2024-09-03,C0989,P008,スキャナー,周辺機器,20000,3,60000,0,0,60000,広島,代引き
ORD01171,2024-12-20,C0575,P010,スマートフォン,電子機器,80000,2,160000,0,0,160000,福岡,クレジットカード
ORD01172,2024-12-07,C0332,P010,スマートフォン,電子機器,80000,3,240000,5,12000,228000,仙台,クレジットカード
ORD01173,2024-03-18,C0886,P008,スキャナー,周辺機器,20000,1,20000,5,1000,19000,仙台,クレジットカード
ORD01174,2024-12-11,C0740,P007,プリンター,周辺機器,25000,2,50000,20,10000,40000,東京,コンビニ払い
ORD01175,2024-03-05,C0100,P008,スキャナー,周辺機器,20000,3,60000,10,6000,54000,東京,銀行振込
ORD01176,2024-04-06,C0793,P007,プリンター,周辺機器,25000,3,75000,10,7500,67500,名古屋,コンビニ払い
ORD01177,2024-04-20,C0996,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,東京,代引き
ORD01178,2024-07-05,C0515,P001,ノートPC,電子機器,120000,2,240000,10,24000,216000,大阪,コンビニ払い
ORD01179,2024-11-28,C0361,P008,スキャナー,周辺機器,20000,2,40000,5,2000,38000,仙台,コンビニ払い
ORD01180,2024-09-24,C0470,P006,外付けHDD,記憶媒体,10000,1,10000,0,0,10000,広島,代引き
ORD01181,2024-03-31,C0556,P009,タブレット,電子機器,50000,5,250000,0,0,250000,広島,コンビニ払い
ORD01182,2024-05-25,C0719,P007,プリンター,周辺機器,25000,3,75000,0,0,75000,大阪,クレジットカード
ORD01183,2024-02-23,C0632,P002,モニター,電子機器,35000,3,105000,0,0,105000,広島,クレジットカード
ORD01184,2024-09-11,C0649,P010,スマートフォン,電子機器,80000,5,400000,0,0,400000,京都,クレジットカード
ORD01185,2024-12-07,C0229,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,京都,コンビニ払い
ORD01186,2024-02-28,C0360,P004,マウス,周辺機器,3000,2,6000,0,0,6000,京都,コンビニ払い
ORD01187,2024-11-26,C0801,P007,プリンター,周辺機器,25000,1,25000,0,0,25000,福岡,代引き
ORD01188,2024-05-17,C0690,P005,USBメモリ,記憶媒体,2000,2,4000,5,200,3800,福岡,クレジットカード
ORD01189,2024-07-31,C0158,P001,ノートPC,電子機器,120000,1,120000,0,0,120000,仙台,代引き
ORD01190,2024-06-20,C0248,P003,キーボード,周辺機器,8000,3,24000,5,1200,22800,広島,銀行振込
ORD01191,2024-11-11,C0440,P007,プリンター,周辺機器,25000,1,25000,10,2500,22500,名古屋,コンビニ払い
ORD01192,2024-03-29,C0163,P007,プリンター,周辺機器,25000,2,50000,10,5000,45000,広島,銀行振込
ORD01193,2024-02-20,C0647,P003,キーボード,周辺機器,8000,3,24000,0,0,24000,広島,代引き
ORD01194,2024-10-10,C0096,P003,キーボード,周辺機器,8000,2,16000,0,0,16000,大阪,クレジットカード
